,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,4.759616324535555,4.998335059937667,4.543141823533302,5.054227714468779,0.8902236005720052,0.8838561218454156,0.9082617046035019,0.8798499346514356,0.21019063389459086,0.20071344006325909,0.21243968729314025,0.1988833814059329,51.21422287390053,53.56146712051596,42.75135814581179,55.43120714320813,0.001086701793649544,0.001025128306766573,0.001093761326479009,0.001018837406136234,0.03296516030068023,0.032017624939501256,0.033072062628130845,0.03191923254303327,normal
1,4.498794510385839,4.709742180896203,5.124915542508505,5.58056259979358,0.9810304450715142,0.979561248155515,0.9776338232644309,0.9736253256522319,0.21293463171625793,0.20470209156557126,0.17900010790445642,0.16591960477895498,41.36389558605479,43.572708274631914,47.93361058689401,56.29001127078146,0.000647742239656305,0.0006285974936407165,0.0006021967639287336,0.000568996608475496,0.02545078072783436,0.02507184663403788,0.024539697714697578,0.023853649793595444,normal
2,5.966439702778745,6.644969334112432,6.8511262045745305,7.124510806075121,0.9771457724210744,0.9712383806153998,0.9699222379323246,0.9679920694285586,0.167239786518171,0.1535045995561434,0.1480306369544834,0.1419984981841885,65.17312140399763,81.34819655374118,84.92753686288206,90.54732038551803,0.00030704901132624305,0.0002771359671150502,0.00026759825677804156,0.0002574778648534565,0.017522814024186956,0.016647401212052593,0.016358430755364084,0.01604611681539981,normal
3,7.985742767062537,8.661019536019731,8.466426690897451,8.682586644125294,0.7048358972064029,0.6517592218096021,0.6640133431170188,0.6512228764350655,0.12418609310005077,0.11706392913014238,0.12117026767874813,0.11703867116567276,110.45854970326636,130.59168075514532,125.90041005568729,130.7673053442317,0.0006473634201213716,0.000603992847711269,0.00061897842149888,0.0006044845119570834,0.02544333744070089,0.024576265943207668,0.024879276948876147,0.024586266734847796,normal
4,5.496700879765184,5.88008731685623,5.252504751977867,5.586139065659983,0.985109479717624,0.9823899846720776,0.9851442170060993,0.9839242985175431,0.188075665868085,0.18106009803448828,0.20586579148012965,0.1938630261091124,59.703836754643305,70.58811849439715,60.01740756637951,64.42721745350211,0.00047089171531556533,0.00046063772923646973,0.0004945710707501627,0.0004578886519374969,0.02170003952336413,0.021462472579748815,0.022238953904133232,0.02139833292426064,normal
5,6.693828820474928,7.052737860430342,7.1055776892431455,7.425589367897271,0.955341748204719,0.9496059714955708,0.950074594361382,0.9448164583651545,0.16553620850853157,0.15951241156717863,0.15665129014192888,0.15463898168830978,86.81238408753845,96.54935662628156,96.5157265674167,105.74983563445286,0.00040863516495119584,0.0004009802422681649,0.00039024303714851655,0.0003802517769074067,0.020214726437703674,0.020024491061401906,0.01975457003198289,0.019500045561675148,normal
6,4.867929339762667,5.803313139851793,5.491996924582451,5.255917159763511,0.986938652381184,0.9818662328450676,0.9837653924825883,0.9849784865866321,0.2092186823348717,0.17622057237087663,0.18456650972841265,0.19326885004922742,46.2515995919885,63.633124354279516,56.849397730716255,52.70733539964415,0.000492502276394386,0.0004119863125040913,0.0004272766364709177,0.00044969201181273717,0.022192392308950967,0.020297445960122455,0.02067067092454712,0.02120594284187188,normal
7,6.837460606586597,6.895349007009751,5.80771798444211,6.557819801402203,0.9477547345135777,0.9477127676452072,0.9627421728467622,0.9516099058564806,0.14735972769179784,0.14339931745387588,0.1674154662159186,0.15341357876425538,84.1561641657301,84.10597984813464,60.58397190293713,77.8435090537416,0.0003522905133889899,0.0003473236779686419,0.0004098521990622084,0.00036911937011595107,0.01876940365032917,0.018636621957013613,0.020244806718321823,0.019212479541067858,normal
8,8.054304988873106,7.8969193199969325,7.689976934368377,8.661371747911163,0.912325480850802,0.9132029237468041,0.9226564384816398,0.904457604447029,0.1488956791668648,0.1521960395845403,0.1526197744565936,0.1350246710099603,151.969109328644,150.09570771110347,137.39827823211672,165.53319010051297,0.000500672256277122,0.000504570397802739,0.0005067385039704131,0.0004599449411911491,0.022375706833016963,0.02246264449709203,0.022510853026271864,0.02144632698601672,normal
9,6.36454685099854,7.439134298045275,7.652499999999908,7.380934247270965,0.9196633685671087,0.9021389384854521,0.899981340769391,0.903117859196356,0.17091098150730957,0.14302323565799605,0.14002918965050107,0.1443146039240324,92.53634408602278,109.30369383092366,112.56249999999858,108.34602691038508,0.0005436023039115112,0.0004730383621876379,0.00047523242187496825,0.0004841218787061406,0.02331528048108174,0.021749445100683325,0.021799826189099956,0.02200276979623567,normal
