,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,10.108491228070328,10.4118251173707,10.046857142857132,10.319542253520932,0.7532889719434226,0.7311221284266881,0.7478030712452884,0.7323098723562995,0.12801268462027687,0.1199200587284427,0.12199819976504099,0.1251177431136405,249.27340350877634,260.02831572769605,240.75971428571359,259.52259389670826,0.0005869916897507075,0.0005677080750347041,0.0005675306122448748,0.000565878459823875,0.024227911378216397,0.02382662533878233,0.02382290100396832,0.023788200012272366,ISIC0024504
1,8.384701754385967,8.622065727699473,8.032000000000043,8.464055164319184,0.6524174255065038,0.6386720358322607,0.647410472028721,0.5902429013644744,0.12370020502113117,0.11896698628294654,0.1293639517062071,0.12301917469047124,150.16884210526348,135.81807511737014,127.82028571428482,153.56352699530373,0.0008859045860264639,0.0008713488629350345,0.0009186530612244844,0.000879517556729254,0.02976414934155626,0.029518618919845054,0.030309290015183208,0.029656661253911473,ISIC0024550
2,9.455859649122795,10.48518192488243,8.336857142857207,9.180604460093788,0.684328937782348,0.6317323080891785,0.7796158803217563,0.697618249216239,0.13164916301975954,0.12427461853642605,0.1522352375307001,0.14487409423015862,223.76435087719236,256.44322183098234,152.42971428571465,210.2797828638478,0.0008864659895352342,0.0008326794073320776,0.000968897959183664,0.0009137528860565428,0.02977357871562023,0.02885618490604878,0.031127125777746713,0.03022834573800794,ISIC0024582
3,6.961964912280695,7.652582159624374,7.028857142857197,7.788585680751141,0.677201664257035,0.6242290948538768,0.6737181942639605,0.6120617087964734,0.18537803582672358,0.16568910337259632,0.1862397953184649,0.16317726176919847,119.44870175438673,139.00762910798048,121.5674285714287,143.97608568075043,0.001411240381655892,0.0013007595529160667,0.0014406836734693785,0.0013076798033899552,0.03756647949510164,0.036066044320330816,0.037956339041975304,0.03616185564085388,ISIC0024590
4,10.73852631578943,11.544014084506884,10.992714285714369,11.283303990610223,0.6711235510184099,0.6374662813957741,0.6328924987356674,0.6149786219753778,0.12545043620288088,0.11853368887819998,0.12520484346658942,0.13215680410085928,279.9691228070167,316.1238262910772,315.92071428571114,335.8179284037533,0.0009751283471837418,0.0008684645283673729,0.0009584795918367224,0.000995999471004407,0.03122704512411864,0.029469722230916477,0.030959321566157137,0.03155945929518449,ISIC0024595
5,8.57670175438592,8.734888497652497,7.957142857142887,8.602112676056292,0.7522088827949989,0.746320707817778,0.7841104826855178,0.7519066303207662,0.12838968454730193,0.1263607325100994,0.1328709527597217,0.12834096190858618,144.64687719298215,148.31675469483463,125.32085714285705,145.44248826290988,0.0007045121575869434,0.0007335357877901105,0.0007620714285714177,0.0007024323292060558,0.026542647900820737,0.027083865820634073,0.027605641245430575,0.026503439950430127,ISIC0024632
6,9.112842105263105,8.8098591549295,8.971714285714357,10.190434272300266,0.724889703971747,0.7415462397589988,0.7338293880752722,0.662067357186051,0.11996029287383705,0.1166738374643297,0.12227830469097059,0.11140845645180777,155.87915789473647,145.0161384976515,148.82257142857154,189.73855633802538,0.0007065607879347368,0.0007234729041305638,0.0007241530612244826,0.0006475869226509163,0.02658121118261425,0.026897451628928787,0.026910092181642236,0.025447729223860353,ISIC0024829
7,5.3889122807017635,5.539465962441278,5.5474285714285765,6.09389671361496,0.8651400654201944,0.8575397564707923,0.8604055163895978,0.8341480913024073,0.18491269300513863,0.17558191853895674,0.16983104547893887,0.15731375089673535,53.6640000000001,56.50102699530477,54.913714285714484,65.91930751173662,0.0011570329332102115,0.001142067339482888,0.0011451632653061074,0.0010715948665388068,0.03401518680251825,0.03379448682082461,0.033840261011199475,0.03273522363660904,ISIC0024833
8,7.9303859649123085,8.498532863849672,7.7231428571428795,8.019953051643151,0.5734824360516282,0.46843241515435075,0.5550846350381519,0.5302297322880268,0.1523812935718097,0.1487240228278176,0.15806537363218476,0.14965814947257872,135.03747368421162,151.02963615023364,125.19228571428522,136.30076291079723,0.001216738688827335,0.0012007657004231632,0.0012941020408163098,0.0012477222366869228,0.03488178161773471,0.03465206632256096,0.03597362979762134,0.03532311193378809,ISIC0024848
9,5.157754385964881,5.473151408450684,5.191428571428586,5.498532863849749,0.8057423814044207,0.7924078390827008,0.8264047563261342,0.7886510699415684,0.2378742854170852,0.21077552733706123,0.21974696372755237,0.22570241177261444,62.888842105263066,68.19292840375572,59.88342857142888,70.41607981220618,0.0022909005847953088,0.0019778355677885647,0.0020260204081632544,0.002150648105672361,0.047863353254816034,0.0444728632740075,0.045011336440537446,0.04637508065407931,ISIC0024949
