Column1;dissimilarity_0;dissimilarity_45;dissimilarity_90;dissimilarity_135;correlation_0;correlation_45;correlation_90;correlation_135;homogeneity_0;homogeneity_45;homogeneity_90;homogeneity_135;contrast_0;contrast_45;contrast_90;contrast_135;ASM_0;ASM_45;ASM_90;ASM_135;energy_0;energy_45;energy_90;energy_135;label
197;8,73475E+15;9,86567E+15;9,04204E+15;9,12155E+15;8,72035E+15;8,37893E+15;8,65788E+15;8,5821E+15;1,21584E+16;1,06115E+16;1,14381E+16;1,19657E+16;1,31835E+16;1,65279E+16;1,3952E+16;1,44645E+16;4,07366E+14;3,7049E+15;3,88941E+16;3,99748E+16;2,01833E+15;1,92481E+16;1,97216E+16;1,99937E+15;melanoma
198;1,28011E+15;1,40043E+15;1,26873E+16;1,321E+16;8,81097E+15;8,56284E+15;8,81003E+15;8,71933E+15;8,28177E+14;7,59171E+15;8,51713E+15;8,46263E+15;2,86868E+16;3,45293E+15;2,88662E+15;3,07266E+15;2,0044E+16;1,88462E+16;2,05735E+15;1,98673E+16;1,41577E+16;1,37281E+15;1,43435E+15;1,40951E+16;melanoma
199;7,18205E+15;7,57554E+14;7,51162E+15;7,94243E+15;7,21397E+15;6,89819E+15;6,91146E+15;6,43135E+15;1,55053E+16;1,4366E+16;1,45434E+16;1,39229E+16;1,14283E+16;1,1907E+16;1,19124E+16;1,36234E+16;1,01502E+16;9,84439E+15;9,96354E+15;9,48294E+15;3,18594E+15;3,13758E+15;3,15651E+16;3,07944E+16;melanoma
200;1,10986E+16;1,01043E+16;1,15763E+16;1,20004E+16;4,52537E+16;6,08341E+15;4,12531E+15;3,76386E+15;1,12607E+16;1,08063E+16;1,00953E+16;1,02281E+16;2,73057E+15;1,9502E+16;2,90474E+16;3,10058E+16;5,89899E+15;5,96281E+15;5,66836E+15;5,56291E+15;2,42878E+15;2,44189E+16;2,38083E+16;2,35858E+16;melanoma
201;1,08473E+15;1,42081E+16;1,32271E+16;1,28333E+16;9,63623E+15;9,40405E+15;9,47846E+15;9,51407E+15;1,42729E+16;1,16113E+16;1,25168E+16;1,26489E+16;3,30155E+15;5,40029E+15;4,73198E+15;4,40339E+15;6,19607E+15;5,32427E+15;5,65136E+15;5,56178E+13;2,48919E+16;2,30744E+15;2,37726E+16;2,35834E+16;melanoma
202;1,04567E+15;1,23154E+16;1,17199E+16;1,1625E+16;8,34217E+14;7,74158E+15;7,97876E+15;7,94076E+15;9,70493E+15;8,13932E+15;8,54249E+15;8,71764E+15;1,86793E+15;2,52365E+16;2,30223E+15;2,30665E+16;3,15673E+16;2,76015E+15;2,85057E+15;2,9125E+16;1,77672E+16;1,66137E+16;1,68836E+16;1,70661E+16;melanoma
203;1,32594E+16;1,47644E+16;1,42327E+16;1,4805E+16;9,05706E+15;8,87246E+15;8,9731E+15;8,85435E+15;9,07509E+14;8,31546E+15;8,27944E+15;7,69824E+15;3,56435E+15;4,18166E+14;3,89386E+16;4,24376E+16;1,97865E+15;1,83986E+16;1,8897E+16;1,81268E+16;1,40664E+16;1,35641E+16;1,37466E+16;1,34636E+13;melanoma
204;9,81629E+15;1,16739E+15;1,11636E+16;1,18381E+16;9,61822E+15;9,47165E+14;9,51601E+13;9,46168E+15;1,52231E+15;1,22234E+15;1,28872E+15;1,26069E+15;1,97745E+16;2,72467E+16;2,50062E+16;2,77634E+16;5,72264E+15;4,52344E+15;4,48083E+15;4,2145E+16;2,3922E+16;2,12684E+15;2,1168E+16;2,05293E+16;melanoma
205;1,1164E+16;1,16365E+16;9,89139E+13;1,03865E+16;7,45952E+15;7,16281E+15;8,04276E+15;7,84689E+15;9,8926E+15;9,76662E+15;1,12848E+15;1,06405E+16;2,35099E+16;2,62245E+15;1,8454E+16;1,97753E+16;3,54843E+16;3,51521E+15;3,95505E+15;3,71754E+16;1,88373E+15;1,87489E+16;1,98873E+15;1,92809E+16;melanoma
206;1,52121E+16;1,62354E+16;1,30202E+16;1,43801E+16;9,10824E+15;9,00085E+14;9,33432E+15;9,20079E+15;1,34975E+16;1,3095E+15;1,59629E+16;1,41719E+16;7,43782E+15;8,45846E+15;5,61489E+14;6,7656E+15;7,25136E+15;6,97239E+15;8,406E+15;7,53748E+15;2,69283E+16;2,64053E+15;2,89931E+16;2,74545E+16;melanoma
207;7,32476E+16;7,92834E+15;7,45198E+15;7,75957E+15;8,25109E+15;8,00106E+15;8,24026E+15;8,06777E+15;1,36342E+15;1,22782E+16;1,28342E+15;1,30175E+16;9,25796E+15;1,07269E+16;9,44469E+15;1,03698E+16;6,84879E+15;6,38842E+15;6,74885E+15;6,55342E+15;2,61702E+16;2,52753E+16;2,59785E+16;2,55996E+16;melanoma
208;1,00991E+16;1,0382E+16;9,66538E+15;1,04384E+15;7,72143E+15;7,62925E+15;7,94219E+15;7,57701E+15;1,05555E+16;1,00883E+15;1,10714E+15;1,04674E+16;1,82697E+15;1,8927E+15;1,65261E+15;1,92967E+16;3,87414E+15;3,77311E+16;4,03856E+16;3,75306E+16;1,96828E+16;1,94245E+15;2,00962E+16;1,93728E+16;melanoma
209;1,35942E+16;1,39325E+16;1,31808E+16;1,45083E+16;7,59069E+14;7,47536E+11;7,70283E+15;7,23023E+14;7,25959E+15;7,18438E+15;7,78023E+15;6,90285E+15;3,01086E+16;3,14216E+15;2,88401E+15;3,44535E+15;2,31336E+16;2,2795E+16;2,37614E+15;2,21021E+15;1,52097E+16;1,5098E+16;1,54147E+16;1,48668E+16;melanoma
210;1,20914E+15;1,25748E+16;1,16532E+16;1,3227E+16;9,36512E+15;9,31705E+15;9,42828E+15;9,27607E+15;1,45436E+15;1,2922E+15;1,30983E+15;1,25142E+16;3,33012E+16;3,51641E+15;2,90417E+15;3,72777E+16;4,53668E+15;4,02685E+15;4,31007E+15;4,08845E+15;2,12995E+16;2,0067E+15;2,07607E+15;2,02199E+16;melanoma
211;8,39299E+15;8,39973E+15;7,81411E+14;9,5052E+15;9,5997E+15;9,60295E+15;9,65248E+15;9,50585E+15;1,71387E+16;1,72068E+16;1,85343E+16;1,57419E+16;1,45982E+16;1,46114E+16;1,27687E+16;1,81787E+16;1,37383E+16;1,36245E+16;1,45852E+16;1,31826E+15;3,70652E+15;3,69114E+16;3,81906E+16;3,63078E+15;melanoma
212;1,32279E+15;1,61689E+15;1,67159E+16;1,5134E+16;8,93204E+15;8,4314E+15;8,31361E+15;8,60642E+15;9,13603E+15;7,44967E+15;7,34117E+15;8,10492E+15;3,34972E+16;4,86766E+15;5,24522E+15;4,32397E+15;1,7831E+16;1,5493E+16;1,50206E+15;1,61633E+15;1,33533E+15;1,24471E+16;1,22559E+16;1,27135E+16;melanoma
213;1,1318E+16;1,1409E+16;1,06396E+16;1,19672E+16;8,56388E+15;8,58644E+15;8,72703E+15;8,42849E+15;1,04844E+16;1,03156E+16;1,21667E+16;9,91763E+15;2,84345E+15;2,8123E+14;2,70515E+15;3,12782E+15;3,43096E+16;3,32326E+15;3,53041E+15;3,22509E+16;1,85229E+16;1,82298E+16;1,87894E+16;1,79585E+16;melanoma
214;1,20991E+16;1,26923E+16;1,04667E+16;1,15846E+15;9,54177E+15;9,49695E+15;9,66292E+15;9,58787E+15;1,07616E+16;1,03154E+16;1,26699E+16;1,0885E+16;3,26578E+15;3,56794E+15;2,43062E+15;2,92361E+16;3,28981E+15;3,3155E+14;3,83949E+16;3,34223E+15;1,81378E+16;1,82085E+16;1,95946E+16;1,82818E+16;melanoma
215;6,47169E+14;6,66591E+15;6,54223E+15;7,15988E+15;7,49986E+15;7,33433E+15;7,41779E+15;6,94875E+15;1,46391E+14;1,42432E+15;1,45674E+16;1,31321E+16;6,84247E+15;7,20656E+15;7,06133E+15;8,27639E+15;1,02519E+16;1,00641E+15;1,00994E+15;9,43585E+15;3,20186E+16;3,1724E+15;3,17796E+15;3,07178E+16;melanoma
216;8,07519E+14;9,50219E+15;9,34538E+15;9,78493E+15;9,29075E+15;9,04722E+15;9,11728E+15;9,04806E+15;1,48511E+16;1,249E+16;1,17516E+16;1,12834E+16;1,29951E+16;1,7342E+16;1,61463E+16;1,73174E+16;4,63072E+15;3,82371E+16;3,78205E+15;3,58111E+16;2,15191E+16;1,95543E+16;1,94475E+14;1,89238E+15;melanoma
217;1,03847E+16;1,08588E+16;1,17372E+16;1,32634E+16;9,58502E+15;9,54363E+15;9,49249E+14;9,36562E+15;1,1077E+16;1,1979E+16;1,03484E+16;8,56219E+14;1,93165E+15;2,10739E+15;2,39308E+16;2,93126E+15;2,40439E+15;2,50319E+15;2,26952E+16;1,97565E+16;1,55061E+16;1,58215E+14;1,50649E+16;1,40558E+16;melanoma
218;1,03283E+16;8,16804E+15;8,61923E+15;1,19331E+16;9,62365E+15;9,74436E+15;9,72261E+15;9,51501E+15;1,07762E+16;1,37449E+16;1,34206E+16;8,69787E+15;1,85643E+16;1,27019E+15;1,40826E+16;2,41205E+16;1,97282E+16;2,42801E+16;2,35712E+16;1,79033E+16;1,40457E+16;1,55821E+16;1,53529E+15;1,33803E+16;melanoma
219;1,28683E+16;1,40925E+16;1,39497E+16;1,46698E+16;7,83674E+14;7,35035E+15;7,49809E+14;7,17617E+15;8,57321E+15;7,88365E+15;7,6536E+15;7,4356E+15;2,97744E+15;3,48489E+15;3,3385E+15;3,71365E+16;2,80718E+16;2,6853E+15;2,63787E+16;2,58769E+16;1,67546E+16;1,63869E+16;1,62415E+16;1,60863E+15;melanoma
220;1,04761E+16;1,13084E+15;8,867E+14;1,04871E+15;7,52061E+15;7,17375E+15;8,36569E+15;7,49725E+15;1,09114E+16;1,0472E+16;1,20524E+16;1,10674E+16;2,2398E+15;2,54431E+16;1,49029E+15;2,25511E+15;4,78897E+16;4,64701E+16;5,45918E+14;4,93189E+15;2,18837E+16;2,15569E+15;2,33649E+15;2,22079E+16;vascular
221;4,7833E+15;4,55722E+15;4,13057E+14;4,7076E+15;7,33967E+15;7,68086E+15;8,26499E+15;7,3576E+15;2,13245E+16;2,13585E+14;2,39124E+15;2,10828E+15;5,54368E+15;4,96687E+15;4,26254E+16;5,72325E+16;2,4949E+16;2,50975E+16;2,53903E+15;2,50636E+16;4,99489E+16;5,00974E+15;5,03888E+15;5,00635E+15;vascular
222;7,53053E+15;1,02532E+15;9,98586E+15;9,7858E+14;9,20215E+15;8,79452E+15;8,85961E+15;8,8747E+15;1,78211E+16;1,15828E+16;1,10886E+16;1,21422E+16;1,50807E+16;2,27818E+16;2,11659E+16;2,12592E+16;8,41839E+15;5,30987E+15;5,25224E+15;5,8058E+15;2,90145E+16;2,30431E+15;2,29178E+15;2,40952E+15;vascular
223;7,25207E+14;8,94249E+15;1,04933E+16;1,09271E+16;9,74655E+15;9,57587E+15;9,41056E+15;9,377E+15;1,78122E+15;1,46988E+15;1,30833E+16;1,16122E+15;1,12272E+15;1,8109E+15;2,50043E+16;2,66205E+16;7,90407E+14;7,28499E+15;7,26071E+15;6,27364E+15;2,81142E+16;2,69907E+16;2,69457E+16;2,50472E+15;vascular
224;8,73432E+15;9,23841E+15;8,163E+15;9,21376E+15;8,93188E+15;8,82439E+15;9,08497E+15;8,76577E+15;1,10763E+16;1,07898E+16;1,23743E+16;1,14417E+15;1,30153E+16;1,43441E+15;1,14281E+16;1,5056E+15;5,08208E+15;4,89164E+15;5,52204E+15;4,87614E+15;2,25435E+15;2,2117E+15;2,3499E+16;2,2082E+16;vascular
225;6,95832E+15;7,36033E+16;5,73471E+16;6,49633E+14;9,52369E+14;9,48522E+15;9,69146E+15;9,58264E+15;1,70402E+16;1,65894E+16;1,80944E+16;1,6766E+16;9,33423E+15;1,02637E+16;6,14424E+16;8,32455E+15;8,50182E+15;8,81423E+15;9,64102E+15;8,4539E+15;2,91579E+16;2,96888E+16;3,105E+14;2,90756E+16;vascular
226;2,05938E+16;2,07223E+15;1,83254E+16;2,11375E+16;5,65759E+15;5,45052E+15;6,32932E+15;5,43386E+15;5,55337E+15;6,08936E+16;7,8069E+14;6,26135E+14;8,11924E+15;8,62128E+14;7,00297E+15;8,65952E+15;2,67898E+15;2,77617E+15;3,03582E+16;2,62087E+16;1,63676E+16;1,66618E+16;1,74236E+15;1,61891E+16;vascular
227;1,05368E+16;1,11964E+16;8,597E+15;1,00849E+16;9,51306E+15;9,44367E+15;9,63376E+15;9,48659E+15;1,29047E+16;1,24248E+16;1,57336E+16;1,46063E+16;2,33865E+16;2,66216E+16;1,74044E+16;2,45743E+16;7,72334E+15;7,65812E+15;8,9602E+15;7,55803E+15;2,77909E+15;2,76733E+16;2,99336E+16;2,74919E+15;vascular
228;5,30947E+15;4,30869E+15;3,929E+15;5,72873E+15;9,04619E+14;9,41227E+15;9,58875E+15;8,93147E+15;2,12669E+16;2,42122E+16;2,53442E+16;2,07192E+16;6,51029E+15;4,05032E+15;3,19959E+16;7,48746E+15;3,34549E+16;3,54269E+15;3,63945E+16;3,20169E+15;5,78402E+16;5,95205E+15;6,03278E+15;5,65834E+16;vascular
229;5,4574E+15;5,62881E+15;5,53786E+15;5,87148E+15;8,01824E+15;7,91215E+15;7,95557E+14;7,71754E+15;1,79582E+16;1,73833E+16;1,76125E+16;1,67167E+15;5,12458E+15;5,45487E+15;5,38419E+16;5,98556E+15;1,35219E+16;1,28891E+16;1,3419E+16;1,23445E+16;3,67722E+15;3,59014E+14;3,66319E+14;3,51348E+15;vascular
230;8,04309E+14;7,96112E+15;7,90114E+15;9,11048E+15;8,72083E+15;8,75033E+15;8,73346E+15;8,37847E+15;1,50994E+15;1,4391E+16;1,47711E+16;1,40156E+16;1,36615E+16;1,32916E+15;1,31965E+15;1,72582E+16;1,3152E+16;1,32432E+16;1,34668E+16;1,25739E+15;3,62657E+15;3,63912E+15;3,66972E+16;3,54597E+15;vascular
231;7,54765E+15;8,32541E+15;7,01386E+15;8,25425E+15;9,43273E+15;9,33465E+15;9,44221E+14;9,33971E+15;1,79194E+16;1,55951E+16;1,86732E+15;1,67726E+16;1,30353E+15;1,52825E+16;1,25165E+16;1,51797E+16;1,65306E+16;1,54327E+16;1,63329E+16;1,64239E+16;4,06578E+15;3,92845E+15;4,04139E+16;4,05264E+15;vascular
232;6,9287E+15;6,61488E+15;7,02929E+15;8,84522E+15;9,60098E+15;9,62409E+15;9,57512E+15;9,3639E+15;1,81477E+16;2,02356E+16;2,00895E+15;1,634E+16;1,14423E+16;1,10188E+16;1,25821E+16;1,86681E+16;1,02461E+16;1,10509E+16;1,11206E+15;9,55317E+15;3,20095E+16;3,32429E+15;3,33476E+15;3,09082E+15;vascular
233;7,10274E+14;7,30355E+16;6,97286E+15;8,00631E+15;9,5184E+15;9,53046E+15;9,58916E+15;9,40959E+15;1,88583E+16;1,81167E+16;1,90944E+16;1,73471E+15;1,45047E+16;1,46766E+15;1,32934E+16;1,85067E+16;2,01344E+15;1,95892E+16;1,98677E+16;1,8924E+16;4,48714E+16;4,42596E+16;4,45731E+15;4,35018E+16;vascular
234;8,75649E+14;9,1944E+15;7,39871E+15;8,65918E+15;9,18438E+15;9,03176E+15;9,38477E+15;9,12322E+15;9,11777E+15;1,03778E+16;1,22437E+16;1,08276E+16;1,14111E+16;1,32483E+15;8,87407E+15;1,19469E+16;4,96409E+14;4,7627E+15;5,14827E+15;4,82416E+14;2,22802E+16;2,18236E+15;2,26898E+16;2,1964E+15;vascular
235;7,91382E+15;8,06191E+15;6,94014E+15;8,54137E+15;8,95429E+15;8,89336E+15;9,14389E+15;8,76304E+15;1,30405E+16;1,24231E+16;1,52192E+16;1,208E+16;1,07061E+16;1,10112E+16;8,75533E+15;1,23058E+15;5,38248E+15;5,31837E+15;5,95551E+15;5,22194E+15;2,32002E+16;2,30616E+16;2,44039E+16;2,28516E+16;vascular
236;4,97418E+16;5,45232E+15;4,43914E+16;4,70775E+15;9,43424E+15;9,36342E+15;9,58246E+15;9,51272E+15;2,28564E+16;2,06804E+16;2,37574E+16;2,31822E+16;5,93082E+16;6,76184E+15;4,4898E+14;5,15267E+15;2,53305E+16;2,39027E+16;2,61038E+14;2,54512E+15;5,03294E+15;4,88904E+16;5,10919E+16;5,04492E+15;vascular
237;6,5986E+15;7,39539E+15;7,21714E+14;7,58597E+15;9,60762E+15;9,4829E+14;9,53786E+15;9,49378E+14;1,69295E+16;1,70504E+16;1,70827E+16;1,57415E+16;8,64748E+15;1,17201E+16;1,07071E+16;1,14838E+16;8,84565E+14;9,22115E+15;9,28061E+15;8,31722E+15;2,97416E+15;3,03664E+16;3,04641E+16;2,88396E+16;vascular
238;3,49558E+16;3,2635E+16;3,804E+16;4,07849E+15;8,66066E+15;8,83143E+15;8,13934E+15;7,60039E+15;2,60025E+15;2,60582E+15;2,50722E+15;2,38127E+15;2,61945E+16;1,86916E+15;3,32691E+15;4,20468E+15;4,80626E+15;4,86834E+15;4,71294E+15;4,65049E+15;6,93272E+15;6,97735E+15;6,86508E+15;6,81945E+15;vascular
239;7,05221E+15;7,5537E+15;6,39214E+15;7,08099E+14;9,66512E+15;9,60394E+15;9,73072E+15;9,64936E+15;1,9577E+16;1,9446E+16;2,14487E+16;2,01966E+16;1,23558E+16;1,51591E+15;1,07188E+16;1,3448E+15;2,45134E+16;2,39683E+15;2,57849E+16;2,40792E+16;4,9511E+15;4,89574E+16;5,07788E+15;4,90706E+15;vascular
240;3,53361E+14;3,90376E+15;3,74257E+16;3,59463E+15;8,63939E+15;7,87744E+14;8,01682E+15;8,3823E+15;2,55027E+15;2,4718E+16;2,62363E+15;2,52303E+15;2,32386E+16;3,2843E+15;3,06709E+16;2,36243E+15;3,36139E+16;3,33543E+16;3,41637E+15;3,28557E+16;5,79775E+16;5,77532E+14;5,84497E+15;5,73199E+15;vascular
241;6,28589E+16;7,25381E+15;7,74243E+15;8,42928E+15;9,31065E+15;9,04472E+15;8,94936E+15;8,81883E+15;1,96783E+16;1,89106E+16;1,62114E+16;1,61798E+15;8,68004E+15;1,22243E+16;1,32711E+16;1,51094E+16;2,18593E+16;1,87003E+15;1,8311E+16;1,6417E+16;4,67539E+16;4,32438E+16;4,27914E+15;4,05179E+15;vascular
242;7,24547E+15;8,66623E+15;7,13757E+15;7,56089E+14;9,65455E+14;9,57771E+15;9,71238E+15;9,64786E+15;1,74745E+15;1,30355E+16;1,59777E+16;1,58118E+16;1,11824E+16;1,38779E+15;9,6177E+15;1,15487E+16;8,92356E+15;7,6592E+14;8,44704E+15;8,20378E+15;2,98723E+15;2,76753E+15;2,90638E+16;2,86422E+16;vascular
243;5,44912E+15;6,34155E+15;5,58314E+16;5,33685E+15;9,63497E+15;9,46695E+15;9,61499E+15;9,63726E+15;2,38865E+16;2,27448E+15;2,3334E+15;2,44235E+15;8,34817E+15;1,24201E+16;9,23117E+15;8,39234E+15;3,89393E+16;3,7985E+16;3,78253E+15;3,80319E+16;6,24014E+15;6,16319E+15;6,15023E+16;6,167E+15;vascular
244;1,90474E+15;1,97939E+15;1,76031E+15;1,96662E+16;5,79024E+15;5,53452E+15;6,4075E+15;5,62224E+15;8,33838E+15;7,20522E+15;7,93594E+15;6,62034E+15;7,74901E+15;7,9678E+14;6,30729E+15;7,82023E+14;3,23428E+16;3,23315E+15;3,40367E+16;3,0109E+15;1,79841E+16;1,79809E+15;1,8449E+15;1,73519E+14;vascular
245;8,55453E+15;9,34771E+15;9,79986E+15;1,06178E+16;8,7366E+15;8,47736E+15;8,39822E+15;8,20214E+15;1,30906E+16;1,3685E+15;1,29756E+16;1,15997E+16;1,53922E+16;1,84981E+15;1,9693E+16;2,18591E+16;6,30496E+15;6,08164E+15;6,01684E+15;5,68042E+15;2,51097E+16;2,4661E+15;2,45292E+16;2,38336E+16;vascular
246;6,24912E+14;7,44308E+15;5,93843E+15;6,07145E+15;9,55784E+15;9,3591E+15;9,55267E+14;9,5739E+15;2,2953E+16;2,09268E+15;2,32566E+15;2,29518E+16;1,04128E+16;1,47528E+15;9,98853E+15;9,80791E+15;3,38099E+16;3,09602E+15;3,20722E+15;3,24151E+16;5,81463E+15;5,56419E+15;5,66324E+15;5,69342E+14;vascular
247;4,99214E+16;5,88732E+16;4,77471E+15;4,73386E+15;8,4658E+15;7,91395E+15;8,54689E+15;8,56094E+15;1,8707E+16;1,53202E+15;1,93034E+16;2,02691E+16;4,1391E+15;5,57488E+15;3,90901E+15;3,83859E+15;1,28469E+16;1,12127E+16;1,35362E+15;1,36404E+16;3,58425E+15;3,34854E+16;3,67916E+16;3,69329E+14;vascular
248;5,0174E+15;6,05927E+15;6,107E+15;5,75792E+15;9,70751E+15;9,52143E+14;9,56337E+15;9,61536E+15;2,4134E+16;2,12926E+16;2,03394E+16;2,09061E+16;6,21186E+15;1,02004E+16;9,29701E+15;8,20698E+15;2,58026E+15;2,22272E+15;2,24357E+16;2,29008E+14;5,07963E+15;4,71458E+15;4,73664E+14;4,78547E+15;vascular
249;7,44898E+15;6,40112E+15;6,66243E+15;8,61165E+15;8,4411E+15;8,88054E+15;8,82113E+15;7,98822E+15;1,40995E+16;1,58473E+15;1,48843E+16;1,20979E+16;1,00383E+16;7,25023E+15;7,8477E+15;1,30607E+16;5,98801E+14;6,87193E+15;6,71E+15;5,31514E+15;2,44704E+14;2,62144E+16;2,59037E+16;2,30546E+15;vascular
250;8,00898E+15;7,83847E+14;7,52186E+15;8,73005E+14;8,9408E+15;8,98791E+15;9,02592E+15;8,83067E+15;2,06797E+16;2,04521E+16;2,1205E+16;1,88282E+16;2,16066E+16;2,04442E+15;1,93089E+16;2,35076E+15;1,96958E+16;2,00498E+16;2,09849E+15;1,93255E+16;4,438E+16;4,4777E+14;4,58093E+15;4,39607E+16;vascular
251;6,84716E+16;8,06455E+15;7,53257E+15;7,91535E+15;9,6288E+15;9,47548E+15;9,53656E+15;9,51175E+14;1,5345E+16;1,40707E+15;1,43401E+15;1,34762E+16;8,56514E+15;1,19784E+15;1,05789E+16;1,11498E+16;8,04708E+15;6,98795E+15;7,26969E+15;7,14906E+15;2,83674E+16;2,64347E+16;2,69624E+14;2,67377E+16;vascular
252;8,2713E+15;8,53418E+15;8,05214E+14;9,26893E+15;9,1151E+15;9,03762E+15;9,12314E+15;8,86611E+15;1,26689E+16;1,16846E+16;1,31222E+16;1,1306E+16;1,16106E+16;1,24046E+16;1,1273E+16;1,46505E+16;4,87249E+15;4,82373E+16;4,98184E+15;4,30024E+16;2,20737E+15;2,1963E+16;2,232E+15;2,0737E+16;vascular
253;3,33642E+16;3,53037E+16;3,00157E+16;3,14803E+16;8,41643E+15;8,22439E+15;8,86757E+15;8,59911E+15;2,90794E+16;2,83266E+15;3,11621E+16;3,01654E+16;2,72935E+16;3,13966E+16;2,19004E+16;2,41428E+16;5,62508E+15;5,52409E+15;5,52288E+15;5,59154E+15;7,50005E+14;7,43242E+15;7,43161E+15;7,47766E+15;vascular
254;7,31425E+14;8,4152E+15;9,12586E+15;8,63131E+15;8,26366E+15;7,63631E+15;7,35111E+15;7,5559E+15;1,34897E+15;1,16978E+16;9,9182E+15;1,15125E+16;8,83542E+15;1,15046E+16;1,29878E+16;1,20306E+16;6,63441E+15;6,23167E+15;5,85316E+15;6,02977E+15;2,57573E+16;2,49633E+15;2,41933E+15;2,45556E+16;vascular
255;9,17011E+15;1,25371E+16;1,14519E+16;1,04431E+16;8,93191E+15;8,37032E+15;8,56393E+15;8,70446E+14;2,22484E+16;1,58166E+16;1,71633E+15;1,99457E+15;4,22751E+15;6,62648E+15;5,73408E+15;5,26919E+14;2,14091E+16;1,46201E+16;1,50724E+16;1,55763E+16;4,62699E+15;3,82363E+16;3,88233E+15;3,94668E+15;vascular
256;5,27102E+14;5,30692E+15;5,45471E+15;5,64833E+15;5,46422E+15;5,22533E+15;5,28327E+15;4,52432E+15;1,887E+16;1,86494E+16;1,83963E+16;1,77268E+14;5,19189E+16;5,15223E+13;5,44556E+15;5,82255E+15;2,87681E+16;2,87984E+16;2,78344E+15;2,75223E+16;5,36359E+14;5,36641E+15;5,27583E+15;5,24617E+15;vascular
257;9,70961E+15;1,00836E+16;7,78943E+15;8,65801E+15;8,7059E+15;8,62058E+15;9,30125E+15;9,00622E+15;1,04866E+16;1,04024E+16;1,21998E+15;1,15312E+15;1,63379E+16;1,75293E+13;1,0014E+16;1,24456E+16;8,57155E+15;8,27201E+15;8,58469E+15;8,62341E+14;2,92772E+15;2,87611E+15;2,92996E+16;2,93656E+15;vascular
258;5,63396E+15;6,25161E+15;6,08171E+15;6,21053E+15;9,53014E+15;9,35383E+15;9,39156E+15;9,37594E+15;1,95538E+15;1,88268E+16;1,91745E+16;1,89199E+16;6,65005E+15;8,92868E+15;8,20497E+13;8,64717E+15;1,92112E+16;1,86415E+16;1,87982E+16;1,85311E+16;4,38306E+14;4,31758E+15;4,33568E+14;4,30478E+15;vascular
259;7,98133E+16;9,57174E+14;9,30014E+15;9,64099E+15;9,37694E+15;9,1877E+15;9,22873E+15;9,17103E+15;1,40247E+15;1,04395E+16;1,06523E+16;1,04749E+16;1,16299E+16;1,50885E+16;1,42225E+16;1,54036E+16;5,06612E+15;4,27624E+16;4,27276E+16;4,30412E+15;2,25081E+16;2,06791E+16;2,06706E+16;2,07464E+16;vascular
260;8,0807E+15;9,97271E+15;1,04533E+16;9,61106E+15;9,5278E+15;9,33441E+15;9,29158E+15;9,37977E+15;1,72942E+16;1,56297E+16;1,48928E+15;1,4951E+16;1,518E+15;2,15574E+15;2,30384E+16;2,00933E+16;1,22346E+14;1,08778E+16;1,04001E+16;9,91156E+15;3,49779E+15;3,29815E+15;3,22492E+15;3,14826E+15;vascular
261;8,66751E+15;8,88556E+13;7,85429E+15;8,75117E+15;8,07294E+15;7,99617E+15;8,44279E+15;7,99042E+15;1,15681E+16;1,08124E+16;1,30925E+16;1,19211E+16;1,29528E+15;1,33349E+16;1,1112E+16;1,32746E+15;6,65736E+15;6,65496E+15;6,78276E+15;6,35124E+15;2,58019E+15;2,57972E+16;2,60437E+16;2,52017E+14;vascular
262;1,66368E+16;1,74598E+16;1,57427E+16;1,73087E+16;6,32456E+15;6,23086E+15;6,79231E+15;6,22523E+15;7,79761E+15;7,13207E+15;7,96835E+15;7,3277E+15;5,39626E+15;5,55154E+15;4,7618E+15;5,57581E+15;2,5799E+15;2,4364E+16;2,61388E+15;2,50776E+15;1,60621E+16;1,5609E+15;1,61675E+15;1,58359E+16;vascular
263;4,27804E+15;4,1608E+15;4,55757E+16;5,06808E+15;8,76438E+15;8,81895E+14;8,52515E+15;8,11437E+15;2,82433E+16;2,78078E+14;2,74054E+15;2,57478E+15;6,40636E+14;5,72776E+16;7,4507E+15;9,43192E+15;5,21849E+15;5,12749E+15;5,01214E+15;4,93836E+16;7,22391E+15;7,16065E+15;7,07965E+15;7,02734E+15;vascular
264;4,8487E+15;3,94454E+16;3,88171E+16;5,18941E+16;9,24386E+15;9,53526E+15;9,62048E+15;9,17474E+15;2,19563E+16;2,48832E+16;2,45854E+16;2,1646E+14;5,60369E+16;3,50252E+16;3,16026E+15;6,28919E+15;4,02231E+16;4,17671E+15;4,04004E+15;3,95701E+15;6,34217E+15;6,46275E+15;6,35613E+15;6,29047E+15;vascular
265;1,05554E+15;9,53374E+15;8,13557E+15;1,05509E+16;9,2973E+15;9,40494E+15;9,47463E+15;9,16032E+15;9,38621E+15;1,04177E+15;1,39486E+16;1,03347E+16;1,79654E+16;1,51512E+16;1,4289E+15;2,14364E+16;2,70665E+15;2,94321E+15;3,40337E+16;2,83547E+16;1,64519E+16;1,71558E+15;1,84482E+16;1,68389E+16;vascular
