Column1;dissimilarity_0;dissimilarity_45;dissimilarity_90;dissimilarity_135;correlation_0;correlation_45;correlation_90;correlation_135;homogeneity_0;homogeneity_45;homogeneity_90;homogeneity_135;contrast_0;contrast_45;contrast_90;contrast_135;ASM_0;ASM_45;ASM_90;ASM_135;energy_0;energy_45;energy_90;energy_135;label
58;8,96912E+15;1,03109E+16;8,79157E+15;8,65464E+15;7,98235E+15;7,33968E+15;8,13666E+15;8,17808E+15;1,21013E+16;1,05677E+16;1,21349E+16;1,24938E+16;1,6494E+15;2,11041E+16;1,46107E+16;1,44472E+16;6,24625E+15;5,79267E+15;6,44184E+15;6,71436E+15;2,49925E+15;2,4068E+15;2,53808E+16;2,59121E+16;basal
59;5,33839E+15;5,71317E+14;5,63586E+15;5,77714E+15;6,9287E+15;6,593E+15;7,00401E+15;6,59391E+15;1,91153E+16;1,76457E+16;1,7451E+16;1,72796E+16;5,66877E+16;6,1376E+15;5,69107E+16;6,17774E+15;1,95928E+16;1,85496E+16;1,7569E+16;1,79812E+16;4,42637E+15;4,30693E+13;4,19154E+16;4,24043E+15;basal
60;7,63944E+15;7,55091E+15;6,95586E+15;7,59184E+15;7,25803E+14;7,26679E+15;7,785E+15;7,37455E+15;1,36814E+16;1,42668E+15;1,53356E+16;1,40833E+16;1,11992E+16;1,09632E+16;9,91319E+15;1,08071E+16;1,04981E+16;1,05378E+16;1,12029E+16;1,07904E+16;3,24008E+15;3,2462E+15;3,34707E+15;3,28488E+15;basal
61;2,24769E+15;2,34981E+15;2,32919E+16;2,42641E+15;5,67351E+15;5,32659E+15;5,34944E+15;5,01887E+14;5,48469E+15;5,3343E+16;5,01208E+15;4,82322E+16;9,52029E+13;1,03436E+16;1,03685E+15;1,10439E+16;1,82121E+16;1,81455E+16;1,7748E+16;1,75891E+15;1,34952E+16;1,34705E+16;1,33221E+16;1,32624E+16;basal
62;6,85853E+15;7,58187E+15;7,21186E+15;7,35373E+15;7,19994E+15;6,48137E+14;6,90942E+15;6,81973E+15;1,45077E+15;1,33336E+16;1,31837E+16;1,31359E+16;8,40731E+14;1,00102E+16;8,64836E+15;9,02698E+15;1,0445E+16;9,73065E+15;9,99194E+15;1,00287E+16;3,23187E+16;3,1194E+16;3,161E+15;3,16681E+14;basal
63;7,43607E+15;7,24707E+15;6,38614E+15;7,54049E+15;8,10957E+15;8,18378E+15;8,57312E+15;8,09391E+15;1,53619E+16;1,56459E+16;1,82979E+16;1,53268E+15;1,18307E+16;1,14105E+16;8,92027E+14;1,19591E+16;9,16082E+15;9,40056E+15;1,09292E+15;9,09792E+14;3,02669E+14;3,06603E+16;3,30593E+15;3,01628E+16;basal
64;7,712E+15;8,95349E+15;8,18343E+15;8,35989E+14;7,11221E+14;6,25558E+15;6,84634E+15;6,85533E+15;1,38034E+15;1,12052E+16;1,3082E+16;1,26628E+16;1,1748E+16;1,5081E+16;1,2495E+16;1,26917E+15;8,39318E+15;7,57956E+15;7,97061E+15;7,79287E+15;2,8971E+16;2,7531E+15;2,82323E+16;2,79157E+16;basal
65;9,37853E+15;9,25631E+15;8,81443E+15;9,59478E+15;5,91134E+15;6,06865E+15;6,368E+14;5,82342E+15;1,20273E+15;1,2538E+16;1,33768E+14;1,13869E+16;1,67093E+15;1,63357E+16;1,5162E+15;1,72967E+16;7,92721E+15;7,97508E+15;8,30388E+15;7,75154E+15;2,81553E+16;2,82402E+16;2,88164E+16;2,78416E+15;basal
66;7,1047E+15;6,74883E+15;6,94586E+15;8,10402E+14;8,22606E+15;8,4993E+15;8,41982E+15;7,82776E+14;1,57347E+16;1,55047E+16;1,54525E+16;1,38149E+16;1,01237E+16;8,49261E+15;8,96727E+15;1,22983E+16;8,92021E+15;8,83661E+15;8,6702E+15;8,1448E+15;2,98667E+15;2,97264E+16;2,94452E+16;2,85391E+15;basal
67;5,95902E+15;6,40728E+15;6,23443E+15;6,55869E+15;7,55113E+15;7,25299E+15;7,42404E+15;7,16647E+14;1,76228E+14;1,64872E+16;1,74101E+16;1,58164E+16;6,98692E+13;7,85496E+15;7,36401E+15;8,10654E+15;1,37646E+16;1,26256E+16;1,28198E+16;1,24295E+16;3,71007E+15;3,55326E+16;3,58047E+16;3,52556E+15;basal
68;9,4894E+14;1,02026E+16;1,00963E+16;1,04489E+16;7,79367E+15;7,67563E+15;7,71432E+15;7,47836E+15;1,34116E+16;1,15858E+16;1,30141E+16;1,21385E+16;2,102E+15;2,26252E+16;2,36128E+16;2,45712E+16;5,97914E+15;5,47389E+15;5,74551E+15;5,72745E+15;2,44523E+15;2,33963E+15;2,39698E+15;2,39321E+15;basal
69;8,34611E+15;8,89627E+14;8,68814E+15;8,88659E+14;7,25253E+15;6,84134E+15;7,01263E+15;6,83675E+15;1,21352E+15;1,06303E+16;1,11483E+16;1,13438E+16;1,17553E+16;1,31838E+16;1,26174E+16;1,32326E+15;7,31135E+15;6,87451E+15;6,8601E+15;6,92821E+15;2,70395E+15;2,62193E+16;2,61918E+16;2,63215E+15;basal
70;4,72309E+15;4,74868E+15;4,718E+15;5,13835E+15;8,20429E+15;7,89408E+15;7,88476E+15;7,53853E+15;2,24362E+16;2,24961E+14;2,26581E+15;2,12854E+16;4,88946E+15;4,97372E+15;4,88669E+16;5,7756E+16;2,52091E+14;2,55082E+16;2,54736E+15;2,36219E+16;5,02087E+15;5,05056E+15;5,04713E+15;4,86024E+16;basal
71;8,41951E+15;9,30399E+15;7,83214E+15;8,61473E+15;8,61196E+15;8,34798E+15;8,78189E+15;8,5377E+14;1,24769E+16;1,12297E+16;1,43765E+16;1,31477E+15;1,338E+16;1,62757E+15;1,22705E+16;1,44023E+15;5,64506E+15;5,22075E+15;6,24806E+15;5,78427E+15;2,37593E+16;2,2849E+16;2,49961E+15;2,40505E+16;basal
72;5,9266E+15;6,02303E+15;5,87986E+15;6,44645E+15;7,70422E+15;7,56113E+15;7,67448E+15;7,25127E+15;1,61559E+16;1,5824E+16;1,64936E+16;1,54229E+16;6,0865E+15;6,41146E+15;6,10841E+15;7,25805E+15;1,19747E+16;1,21807E+16;1,22227E+15;1,13391E+16;3,46045E+15;3,49009E+15;3,49609E+16;3,36736E+16;basal
73;8,22905E+14;9,41344E+15;8,30029E+15;8,37104E+13;8,29596E+15;7,8763E+15;8,35056E+15;8,21563E+15;1,27504E+16;1,04514E+16;1,20565E+15;1,26282E+16;1,21916E+16;1,50107E+16;1,18708E+16;1,25993E+16;5,67707E+15;5,04554E+15;5,46653E+15;5,75941E+15;2,38266E+16;2,24623E+16;2,33806E+16;2,39988E+16;basal
74;5,94582E+14;5,70804E+15;5,183E+14;6,28815E+15;8,12178E+15;8,24997E+15;8,48309E+15;7,90872E+14;1,65763E+16;1,79256E+16;2,03133E+15;1,61661E+16;6,18316E+15;5,84874E+16;5,08361E+15;7,01224E+13;1,32669E+16;1,39954E+16;1,54965E+14;1,268E+15;3,64238E+15;3,74104E+15;3,93656E+16;3,5609E+15;basal
75;6,27902E+15;6,76834E+15;6,159E+16;6,2255E+15;8,3657E+15;8,10718E+15;8,46412E+15;8,3463E+15;1,53716E+16;1,4115E+16;1,55171E+15;1,53354E+16;6,55989E+15;7,50908E+13;6,25344E+15;6,48707E+15;9,79383E+15;9,01505E+15;9,52827E+15;9,8556E+15;3,12951E+15;3,00251E+16;3,08679E+15;3,13936E+15;basal
76;5,72309E+15;6,19102E+15;5,77986E+15;6,25352E+15;9,26317E+15;9,18022E+15;9,28333E+14;9,13242E+14;1,76059E+15;1,47655E+16;1,6536E+15;1,57097E+16;5,74314E+15;6,23586E+15;5,56916E+15;6,5978E+15;7,8172E+15;7,32115E+15;7,60235E+15;7,45493E+15;2,79593E+16;2,70576E+15;2,75724E+16;2,73037E+16;basal
77;7,55116E+15;8,44205E+14;7,85929E+14;8,00939E+15;8,27282E+15;7,98322E+15;8,30331E+15;8,12073E+15;1,56437E+15;1,36878E+16;1,47063E+16;1,49363E+16;1,1916E+15;1,43997E+16;1,27841E+16;1,34198E+16;1,28881E+15;1,13961E+16;1,21928E+16;1,2363E+16;3,58999E+15;3,37582E+16;3,49181E+15;3,51611E+15;basal
78;7,35495E+16;8,15346E+15;8,03614E+14;7,94938E+15;7,52847E+15;7,03798E+15;7,22608E+15;7,18738E+14;1,45624E+16;1,30341E+16;1,31267E+16;1,35967E+16;1,00996E+16;1,2234E+16;1,20653E+16;1,15958E+16;9,77039E+15;9,05294E+15;9,12969E+14;9,17907E+14;3,12576E+16;3,00881E+16;3,02154E+16;3,0297E+15;basal
79;6,45558E+15;7,67312E+15;5,80714E+15;5,75235E+15;8,74594E+14;8,29722E+15;8,99945E+15;8,98774E+15;1,5215E+16;1,23603E+16;1,71183E+15;1,71094E+16;7,22681E+15;9,77544E+15;5,98643E+16;5,81188E+15;8,31064E+15;7,41554E+15;8,92969E+15;9,28573E+15;2,88282E+16;2,72315E+16;2,98826E+16;3,04725E+16;basal
80;6,27509E+16;6,85021E+15;6,81029E+15;6,99266E+13;8,39073E+15;8,03818E+15;8,20555E+15;8,10028E+15;1,62039E+16;1,51137E+16;1,52848E+15;1,40346E+16;7,38639E+15;9,10612E+15;8,71503E+15;8,80804E+15;1,0498E+16;1,01169E+16;9,67061E+15;9,56297E+15;3,24005E+16;3,18071E+16;3,10976E+16;3,0924E+14;basal
81;6,03902E+15;6,33069E+16;5,82857E+15;6,11561E+14;7,70041E+15;7,24266E+15;7,70535E+15;7,64704E+15;1,69693E+16;1,61749E+15;1,75777E+15;1,56911E+16;6,55972E+14;7,64495E+15;6,40397E+15;6,5098E+15;1,17314E+16;1,15632E+16;1,24466E+16;1,16302E+16;3,42511E+16;3,40047E+15;3,52798E+15;3,41031E+15;basal
82;5,66456E+15;6,29504E+15;5,92757E+15;6,06852E+15;7,98111E+15;7,49899E+15;7,8959E+15;7,76956E+15;1,90894E+16;1,7376E+16;1,73105E+15;1,76185E+16;7,14605E+15;8,58182E+15;7,21019E+15;7,67965E+15;1,3389E+16;1,23734E+16;1,26402E+16;1,26783E+16;3,6591E+14;3,51758E+16;3,55531E+16;3,56066E+16;basal
83;7,24225E+15;7,21112E+16;6,76514E+15;7,67723E+14;7,69066E+15;7,65557E+15;8,00063E+15;7,45322E+15;1,28292E+15;1,30553E+16;1,36694E+16;1,19234E+16;8,3754E+14;8,52766E+15;7,44597E+15;9,32163E+15;8,04058E+15;8,09981E+15;8,48878E+15;7,73551E+15;2,83559E+16;2,84602E+14;2,91355E+15;2,78128E+16;basal
84;4,856E+15;4,84551E+15;4,93743E+15;5,39349E+15;6,75421E+14;6,67415E+15;6,68449E+15;5,77328E+15;2,08603E+16;2,09986E+16;2,05019E+16;1,90385E+15;4,23479E+15;4,17669E+14;4,35917E+15;5,33756E+15;2,21181E+15;2,29064E+16;2,20332E+16;2,12983E+16;4,70299E+16;4,78606E+15;4,69395E+15;4,61501E+16;basal
85;5,65937E+14;6,89539E+15;6,47271E+15;5,9733E+15;6,73459E+15;5,0686E+14;5,54956E+15;6,2604E+15;1,81329E+16;1,6041E+16;1,72918E+16;1,7355E+15;6,50988E+15;9,80703E+15;9,35113E+15;7,45836E+15;1,64522E+16;1,5014E+15;1,57614E+16;1,61834E+16;4,05613E+15;3,8748E+15;3,97007E+15;4,02286E+15;basal
86;1,06557E+16;1,24996E+16;1,2507E+16;1,24459E+15;7,29659E+15;6,29339E+15;6,19289E+15;6,14533E+15;9,70332E+15;7,90617E+15;8,1462E+15;8,46681E+14;1,9343E+16;2,57935E+15;2,68178E+15;2,68823E+16;4,58007E+15;4,19316E+15;4,07714E+16;4,15344E+15;2,14011E+16;2,04772E+15;2,01919E+15;2,038E+15;basal
87;5,76168E+16;5,94102E+15;5,85029E+15;6,34272E+15;8,74225E+15;8,72176E+15;8,79213E+15;8,56886E+15;1,73892E+16;1,65367E+16;1,59645E+14;1,47253E+16;5,88845E+15;6,1005E+16;5,7716E+15;6,83298E+15;9,96235E+15;9,45534E+15;9,71714E+15;9,07726E+15;3,15632E+15;3,07495E+16;3,11723E+15;3,01285E+16;basal
88;8,30821E+15;8,90522E+14;8,36886E+15;8,53653E+15;7,65727E+15;7,40108E+15;7,52843E+15;7,5541E+15;1,4861E+16;1,44375E+16;1,59616E+16;1,55024E+16;1,6289E+15;1,85368E+16;1,77001E+16;1,74222E+15;9,47373E+15;8,6064E+15;9,36939E+15;9,28928E+15;3,07794E+16;2,93367E+15;3,06095E+14;3,04783E+16;basal
89;3,36519E+16;3,96185E+16;3,80071E+15;3,58685E+15;7,40432E+15;6,17916E+15;6,51746E+15;6,82067E+15;2,56716E+16;2,32647E+16;2,38511E+16;2,44578E+16;1,90963E+15;2,68832E+16;2,50641E+15;2,21285E+16;4,49577E+15;4,15715E+15;4,22435E+14;4,41747E+15;6,70505E+15;6,4476E+15;6,4995E+15;6,6464E+14;basal
90;6,81768E+15;6,4309E+15;6,13771E+16;7,2792E+16;8,33663E+15;8,61267E+15;8,80947E+15;8,19893E+15;1,57274E+16;1,65635E+16;1,6846E+15;1,4405E+15;9,19239E+15;7,63018E+15;6,75349E+15;9,83071E+15;1,3178E+14;1,35254E+15;1,36349E+16;1,25857E+16;3,63015E+15;3,67769E+15;3,69255E+15;3,54763E+15;basal
91;8,79004E+14;9,19777E+15;9,03157E+13;9,58319E+15;8,30666E+14;8,05683E+14;8,14416E+15;8,00422E+14;1,2673E+16;1,26268E+16;1,19181E+15;1,16057E+16;1,40332E+16;1,57112E+15;1,4881E+16;1,61866E+14;6,27915E+15;6,0683E+15;6,16184E+15;5,93107E+15;2,50582E+15;2,46339E+16;2,4823E+16;2,43538E+16;basal
92;5,80168E+16;5,99134E+15;5,35871E+15;6,34258E+16;8,46057E+15;8,35303E+15;8,58453E+15;8,10768E+15;1,78885E+16;1,77833E+16;1,98733E+16;1,71642E+16;6,36726E+15;6,81348E+15;5,80087E+16;7,84268E+15;1,10277E+16;1,12164E+16;1,25497E+16;1,06564E+16;3,3208E+15;3,34909E+15;3,54255E+16;3,26442E+16;basal
93;5,90456E+14;6,32394E+15;6,208E+15;6,4064E+15;7,56869E+15;7,06086E+15;7,03028E+15;6,84067E+15;1,65267E+16;1,67888E+16;1,72169E+16;1,71387E+15;6,39315E+15;7,83107E+14;7,89591E+15;8,42262E+13;1,60394E+16;1,56455E+16;1,59459E+16;1,55038E+16;4,00492E+15;3,95544E+15;3,99323E+15;3,93749E+16;basal
94;9,63551E+15;1,02704E+16;1,04103E+15;1,12544E+16;7,17113E+15;6,70869E+15;6,62091E+15;6,28129E+15;1,14742E+16;1,16654E+16;1,13929E+16;9,46426E+15;1,7585E+16;2,04726E+16;2,09495E+15;2,31722E+16;6,55621E+15;6,36964E+15;6,1101E+15;5,83335E+15;2,56051E+16;2,52382E+15;2,47186E+15;2,41523E+16;basal
95;9,64463E+14;1,11128E+16;1,02723E+15;1,04055E+15;8,72619E+15;8,31759E+15;8,49945E+14;8,44861E+15;1,10318E+16;1,005E+16;1,09323E+16;1,13133E+16;1,83705E+16;2,31603E+14;2,03344E+16;2,12924E+16;4,54432E+15;4,2008E+15;4,62643E+14;4,63721E+15;2,13174E+14;2,04958E+16;2,15091E+16;2,15342E+15;basal
96;9,93502E+15;1,22393E+15;1,01639E+16;9,54196E+14;8,65236E+15;8,15684E+15;8,70422E+15;8,80299E+15;1,09015E+16;9,12053E+14;1,05845E+16;1,21185E+16;1,88923E+16;2,66423E+16;1,85851E+16;1,72806E+15;4,39855E+16;3,83541E+16;4,47357E+15;4,7133E+16;2,09727E+15;1,95842E+16;2,11508E+15;2,17101E+16;basal
97;6,11144E+15;6,16711E+15;5,79471E+15;6,39099E+16;7,07429E+15;7,02301E+15;7,38772E+15;6,66773E+15;1,86078E+15;1,81816E+16;1,94914E+15;1,78837E+14;7,62268E+15;7,66639E+15;7,04933E+15;8,55268E+14;1,65392E+16;1,66182E+16;1,6829E+16;1,61327E+15;4,06685E+15;4,07654E+13;4,10231E+15;4,01655E+15;basal
98;8,3047E+15;9,16403E+14;9,04971E+15;9,37793E+15;7,31117E+15;6,82674E+15;6,94325E+15;6,57364E+15;1,17152E+16;1,04219E+16;1,12499E+15;1,10357E+16;1,20231E+16;1,4124E+14;1,41535E+15;1,53325E+16;6,83041E+15;6,35673E+15;6,30561E+14;6,17183E+15;2,61351E+16;2,52126E+16;2,5111E+15;2,48432E+16;basal
99;8,07677E+15;8,63278E+15;8,77843E+14;9,34947E+15;8,54396E+15;8,29369E+15;8,18289E+15;7,94058E+15;1,30209E+15;1,16561E+16;1,22291E+16;1,13476E+16;1,1987E+16;1,35585E+15;1,43599E+16;1,63545E+15;6,32869E+15;6,0246E+15;5,98357E+15;5,88124E+15;2,51569E+16;2,45451E+15;2,44613E+15;2,42513E+15;basal
100;9,6814E+15;1,11545E+16;1,08706E+16;1,09129E+14;8,58191E+15;7,96801E+15;8,15462E+15;8,35154E+15;1,27375E+16;1,31264E+16;1,26709E+16;1,14454E+16;2,26215E+16;3,32605E+16;3,04897E+15;2,70614E+15;5,41951E+15;5,47518E+14;5,15276E+14;4,76109E+16;2,32798E+16;2,33991E+16;2,26997E+16;2,18199E+16;basal
101;8,24505E+15;9,13791E+15;8,911E+15;9,26687E+15;8,2432E+15;7,85198E+15;8,12889E+15;7,91607E+15;1,29206E+16;1,1852E+15;1,11977E+13;1,11187E+16;1,35689E+15;1,63259E+16;1,44513E+15;1,59054E+15;5,93935E+15;5,58754E+15;5,51582E+15;5,47507E+15;2,43708E+15;2,3638E+16;2,34858E+16;2,33989E+16;basal
102;1,17745E+16;1,19148E+15;1,08273E+16;1,26816E+16;8,17754E+15;8,12455E+15;8,37572E+15;7,9259E+15;9,57302E+15;9,96553E+15;1,25227E+16;1,01051E+16;2,89684E+16;3,05071E+16;2,67044E+16;3,37107E+16;3,75934E+14;3,83595E+16;4,15082E+15;3,60176E+15;1,9389E+16;1,95856E+16;2,03736E+15;1,89783E+16;basal
103;9,05446E+15;1,06454E+16;9,89457E+15;9,87881E+15;7,77663E+15;7,01035E+15;7,24781E+14;7,24032E+15;1,0839E+16;8,73282E+15;9,8439E+15;1,02181E+16;1,36497E+16;1,79371E+16;1,61025E+16;1,65724E+16;5,64861E+15;5,00249E+15;5,3949E+15;5,36572E+15;2,37668E+16;2,23662E+16;2,32269E+15;2,3164E+16;basal
104;9,03382E+15;9,75161E+15;1,0154E+15;1,09968E+15;7,91824E+15;7,56699E+14;7,502E+15;7,08725E+14;1,22011E+16;1,15067E+16;1,09122E+16;9,71736E+15;1,63825E+16;1,88681E+16;1,92078E+16;2,26666E+15;6,59442E+15;6,36491E+15;6,05612E+13;5,63317E+15;2,56796E+14;2,52288E+16;2,46092E+16;2,37343E+16;basal
105;5,95804E+15;6,25924E+15;6,45443E+15;6,92855E+14;7,59155E+15;7,14705E+15;7,02931E+15;6,665E+15;1,73297E+16;1,6557E+16;1,55749E+16;1,42248E+15;6,43968E+15;7,17085E+15;7,55276E+15;8,44822E+15;1,33189E+16;1,29117E+16;1,2676E+16;1,19486E+15;3,6495E+15;3,59329E+16;3,56034E+16;3,45667E+15;basal
106;1,15531E+16;1,23388E+15;1,06471E+16;1,16959E+16;7,76981E+15;7,57183E+15;8,11855E+14;7,69319E+15;8,78235E+15;7,93577E+15;9,46755E+15;8,24609E+15;2,2123E+16;2,42512E+16;1,90667E+16;2,29788E+16;3,60973E+15;3,44226E+16;3,91173E+15;3,68506E+16;1,89993E+16;1,85533E+15;1,97781E+15;1,91965E+15;basal
107;4,79607E+15;5,63146E+15;5,12129E+15;4,71596E+15;8,40551E+15;7,56782E+15;7,98169E+15;8,3743E+15;1,98112E+15;1,77665E+16;1,91215E+16;1,98881E+15;4,10723E+15;5,94959E+13;5,02744E+15;3,97934E+15;1,56152E+16;1,40209E+16;1,49666E+16;1,60761E+16;3,95161E+15;3,74445E+16;3,86867E+16;4,0095E+15;basal
108;5,88407E+15;6,13791E+15;5,86771E+15;6,05795E+14;6,03597E+15;5,73251E+15;6,16623E+15;5,79795E+15;1,83465E+16;1,68678E+16;1,77704E+16;1,67586E+16;6,46737E+15;6,8566E+15;6,38243E+16;6,75359E+15;1,58773E+16;1,52625E+16;1,56695E+16;1,57077E+15;3,98463E+15;3,90673E+15;3,95847E+15;3,96329E+14;basal
109;1,20999E+16;1,33043E+16;1,34574E+16;1,37264E+16;5,0901E+15;4,00409E+15;3,83413E+16;3,88292E+16;1,04365E+16;9,39745E+15;9,74488E+15;9,33612E+15;2,97556E+15;3,711E+15;3,82989E+14;3,79327E+16;5,56302E+15;5,20515E+15;5,27898E+15;5,06448E+15;2,3586E+16;2,28148E+16;2,2976E+16;2,25044E+15;basal
110;4,75962E+15;4,99834E+15;4,54314E+15;5,05423E+15;8,90224E+15;8,83856E+15;9,08262E+15;8,7985E+15;2,10191E+16;2,00713E+16;2,1244E+16;1,98883E+15;5,12142E+15;5,35615E+15;4,27514E+15;5,54312E+15;1,0867E+15;1,02513E+15;1,09376E+15;1,01884E+15;3,29652E+15;3,20176E+16;3,30721E+16;3,19192E+15;melanoma
111;4,49879E+15;4,70974E+15;5,12492E+15;5,58056E+14;9,8103E+15;9,79561E+14;9,77634E+15;9,73625E+15;2,12935E+16;2,04702E+16;1,79E+16;1,6592E+16;4,13639E+15;4,35727E+16;4,79336E+15;5,629E+15;6,47742E+14;6,28597E+15;6,02197E+15;5,68997E+14;2,54508E+15;2,50718E+15;2,45397E+16;2,38536E+16;melanoma
112;5,96644E+15;6,64497E+15;6,85113E+16;7,12451E+15;9,77146E+15;9,71238E+15;9,69922E+15;9,67992E+15;1,6724E+14;1,53505E+15;1,48031E+15;1,41998E+15;6,51731E+15;8,13482E+15;8,49275E+15;9,05473E+15;3,07049E+16;2,77136E+15;2,67598E+16;2,57478E+15;1,75228E+16;1,66474E+16;1,63584E+16;1,60461E+15;melanoma
113;7,98574E+15;8,66102E+15;8,46643E+15;8,68259E+15;7,04836E+15;6,51759E+15;6,64013E+15;6,51223E+15;1,24186E+16;1,17064E+16;1,2117E+16;1,17039E+16;1,10459E+16;1,30592E+16;1,259E+16;1,30767E+15;6,47363E+15;6,03993E+14;6,18978E+13;6,04485E+15;2,54433E+15;2,45763E+16;2,48793E+16;2,45863E+16;melanoma
114;5,4967E+15;5,88009E+14;5,2525E+15;5,58614E+15;9,85109E+14;9,8239E+15;9,85144E+15;9,83924E+15;1,88076E+14;1,8106E+16;2,05866E+16;1,93863E+15;5,97038E+16;7,05881E+15;6,00174E+15;6,44272E+15;4,70892E+16;4,60638E+16;4,94571E+15;4,57889E+15;2,17E+15;2,14625E+16;2,2239E+16;2,13983E+15;melanoma
115;6,69383E+15;7,05274E+15;7,10558E+16;7,42559E+15;9,55342E+14;9,49606E+15;9,50075E+14;9,44816E+15;1,65536E+16;1,59512E+16;1,56651E+16;1,54639E+16;8,68124E+15;9,65494E+15;9,65157E+14;1,0575E+16;4,08635E+16;4,0098E+15;3,90243E+16;3,80252E+15;2,02147E+16;2,00245E+16;1,97546E+15;1,95E+16;melanoma
116;4,86793E+15;5,80331E+15;5,492E+15;5,25592E+15;9,86939E+14;9,81866E+15;9,83765E+15;9,84978E+15;2,09219E+15;1,76221E+16;1,84567E+16;1,93269E+16;4,62516E+14;6,36331E+16;5,68494E+16;5,27073E+15;4,92502E+14;4,11986E+15;4,27277E+15;4,49692E+16;2,21924E+16;2,02974E+16;2,06707E+15;2,12059E+15;melanoma
117;6,83746E+15;6,89535E+15;5,80772E+14;6,55782E+15;9,47755E+15;9,47713E+15;9,62742E+15;9,5161E+15;1,4736E+16;1,43399E+16;1,67415E+15;1,53414E+16;8,41562E+14;8,4106E+15;6,0584E+15;7,78435E+14;3,52291E+15;3,47324E+15;4,09852E+15;3,69119E+16;1,87694E+15;1,86366E+16;2,02448E+16;1,92125E+16;melanoma
118;8,0543E+15;7,89692E+16;7,68998E+15;8,66137E+15;9,12325E+14;9,13203E+15;9,22656E+15;9,04458E+14;1,48896E+15;1,52196E+15;1,5262E+15;1,35025E+15;1,51969E+14;1,50096E+16;1,37398E+16;1,65533E+16;5,00672E+14;5,0457E+14;5,06739E+15;4,59945E+15;2,23757E+16;2,24626E+15;2,25109E+16;2,14463E+15;melanoma
119;6,36455E+14;7,43913E+15;7,6525E+15;7,38093E+15;9,19663E+15;9,02139E+15;8,99981E+14;9,03118E+14;1,70911E+16;1,43023E+16;1,40029E+16;1,44315E+15;9,25363E+15;1,09304E+16;1,12562E+16;1,08346E+16;5,43602E+15;4,73038E+15;4,75232E+16;4,84122E+15;2,33153E+15;2,17494E+16;2,17998E+16;2,20028E+15;melanoma
120;6,62206E+15;7,93175E+15;7,42447E+15;7,3697E+15;8,78132E+15;8,15728E+15;8,38882E+15;8,40138E+15;2,31537E+15;2,04718E+15;2,24032E+16;2,07624E+16;1,20589E+16;1,60517E+16;1,40399E+15;1,37803E+16;2,70157E+15;2,5144E+15;2,75997E+15;2,48553E+16;5,19766E+15;5,01438E+15;5,25354E+15;4,98551E+15;melanoma
121;1,30301E+16;1,35599E+16;1,33614E+16;1,45101E+16;8,62039E+15;8,52482E+15;8,61253E+15;8,38534E+15;8,49555E+15;8,01126E+15;7,73947E+14;7,36256E+15;2,91275E+15;3,10796E+15;2,90681E+16;3,40372E+16;2,53229E+15;2,40664E+16;2,45026E+15;2,3161E+16;1,59132E+16;1,55133E+16;1,56533E+16;1,52188E+16;melanoma
122;8,63099E+14;8,50962E+15;8,44264E+15;9,21011E+14;8,6578E+15;8,74304E+15;8,83298E+15;8,50878E+15;1,63429E+16;1,63484E+14;1,67396E+15;1,60188E+16;2,09602E+16;1,95556E+16;1,89198E+16;2,32924E+16;1,27676E+16;1,28733E+15;1,30889E+16;1,27095E+16;3,57318E+15;3,58794E+15;3,61786E+15;3,56504E+15;melanoma
123;7,35767E+15;8,3848E+15;9,42314E+15;1,01014E+15;9,71928E+15;9,63356E+15;9,54756E+12;9,4793E+15;2,07071E+16;1,92407E+15;1,92358E+16;1,72751E+16;1,17689E+16;1,46708E+16;1,84477E+16;2,10088E+16;1,86028E+15;1,85518E+15;1,90417E+16;1,6946E+16;4,31309E+15;4,30718E+15;4,36368E+16;4,11655E+16;melanoma
124;1,15747E+16;1,1978E+16;1,16054E+16;1,20863E+15;8,53558E+15;8,4718E+15;8,55692E+15;8,50196E+15;9,49933E+15;9,06034E+15;9,22429E+15;8,81067E+15;2,59398E+15;2,61971E+16;2,52883E+16;2,58201E+15;2,62035E+15;2,50022E+15;2,56236E+15;2,51075E+15;1,61875E+15;1,58121E+15;1,60074E+16;1,58453E+15;melanoma
125;9,30072E+15;9,12691E+15;9,64551E+13;1,11709E+16;9,79989E+15;9,82378E+15;9,78709E+15;9,68915E+15;1,4466E+16;1,33214E+15;1,41499E+16;1,28043E+15;2,31534E+15;2,03685E+15;2,46046E+15;3,59743E+16;4,82934E+14;4,43731E+15;4,59574E+16;4,39128E+14;2,19758E+16;2,10649E+16;2,14377E+16;2,09554E+15;melanoma
126;1,24338E+16;1,1834E+16;1,16557E+16;1,39977E+16;9,21728E+15;9,25177E+15;9,28043E+15;8,97671E+15;9,31555E+15;9,0726E+15;9,32234E+15;7,72738E+15;2,80235E+15;2,58187E+14;2,51323E+16;3,54508E+15;2,83909E+15;2,97984E+16;3,00865E+15;2,69E+15;1,68496E+15;1,72622E+16;1,73455E+15;1,64012E+15;melanoma
127;1,61752E+15;1,58182E+15;1,66402E+15;1,86261E+16;8,75635E+15;8,8258E+15;8,64223E+15;8,36517E+15;7,23371E+15;7,25973E+15;6,993E+14;6,18408E+15;5,1289E+14;4,76527E+16;5,57024E+14;6,62809E+15;1,36301E+15;1,41276E+16;1,38791E+16;1,27021E+15;1,16748E+16;1,18859E+15;1,17809E+16;1,12704E+15;melanoma
